Date,.AXJO,.FTMIB,SIc1,USFFTARGET=,.HSI,IT10YT=RR,.BVSP,EURIBOR3MD=,USD3MFSR=X,.GSPTSE,.FTSES,US5YT=RR,.GDAXI,JPPRIME=,US2YT=RR,USDISC=,JP10YT=RR,.VIX,.SPX,GBBASE=,GBP=,CAD=,CA10YT=RR,.FCHI,NZD=,AUD=,.STOXX50,EU10YT=RR,US30YT=RR,.IBEX,CHF=,HGc1,.NDX,.IXIC,PLc1,GB10YT=RR,.DJI,FR10YT=RR,JPY=,.FTSE,EUR=,GCc1,TED,.TRXFLDUSP,CH10YT=RR,ECBMRO=,CLc1,US10YT=RR
2010/1/4,4888.7,23545.02,17.44,0.25,21823.28,4.116,70045.08,0.7,0.25438,11866.9,5500.34,2.637,6048.3,1.65,1.076,0.5,1.329,20.04,1132.99,0.5,1.6095,1.0414,3.608,4013.97,0.734,0.9125,2622.54,3.39,4.646,12145.1,1.0297,3.388,1886.7,2308.42,1517.3,3.973,10583.96,3.609,92.55,5500.34,1.4411,1117.7,29,102.31,2.068,1,81.51,3.823
2010/1/5,4930.7,23555.73,17.781,0.25,22279.58,4.094,70239.81,0.699,0.2525,11888.08,5522.5,2.565,6031.86,1.65,1.016,0.5,1.338,19.35,1136.52,0.5,1.5995,1.0394,3.564,4012.91,0.7343,0.9117,2616.89,3.369,4.613,12204.4,1.0335,3.396,1888.43,2308.71,1530.8,4.004,10572.02,3.605,91.72,5522.5,1.4368,1118.1,28,102.57,2.105,1,81.77,3.765
2010/1/6,4938.5,23622.29,18.163,0.25,22416.67,4.124,70729.34,0.694,0.25,11944.54,5530.04,2.591,6034.33,1.65,1,0.5,1.342,19.16,1137.14,0.5,1.6023,1.0316,3.619,4017.67,0.7379,0.9201,2617.35,3.391,4.696,12222.5,1.0275,3.4775,1878.42,2301.09,1552.2,4.052,10573.68,3.614,92.34,5530.04,1.4412,1135.9,27,102.64,2.115,1,83.18,3.829
2010/1/7,4938.1,23709.01,18.333,0.25,22269.45,4.083,70451.12,0.692,0.24938,11887.51,5526.72,2.613,6019.36,1.65,1.028,0.5,1.352,19.06,1141.69,0.5,1.5933,1.0345,3.636,4024.8,0.7318,0.9164,2617.88,3.371,4.686,12166.3,1.0334,3.4115,1876.72,2300.05,1553,4.059,10606.86,3.578,93.31,5526.72,1.4318,1133.1,25,102.99,2.105,1,82.66,3.827
2010/1/8,4937.9,23811.13,18.458,0.25,22296.75,4.075,70262.7,0.691,0.25125,11953.83,5534.24,2.591,6037.61,1.65,0.976,0.5,1.369,18.13,1144.98,0.5,1.6027,1.03,3.6,4045.14,0.7366,0.9245,2629.34,3.379,4.717,12163,1.0233,3.388,1892.59,2317.17,1564.6,4.069,10618.19,3.58,92.61,5534.24,1.4412,1138.2,25,103.36,2.126,1,82.75,3.836
2010/1/11,4955.1,23774.76,18.683,0.25,22411.52,4.05,70433.48,0.689,0.25125,11947.13,5538.07,2.557,6040.5,1.65,0.94,0.5,1.352,17.55,1146.98,0.5,1.6102,1.0333,3.612,4043.09,0.7428,0.9315,2623.85,3.345,4.728,12074.5,1.0162,3.4285,1886.24,2312.41,1588.3,3.981,10663.99,3.547,92.08,5538.07,1.4513,1150.7,24,103.47,2.12,1,82.52,3.82
2010/1/12,4940,23583.35,18.243,0.25,22326.64,4.054,70075.77,0.685,0.25125,11820.18,5498.71,2.478,5943,1.65,0.907,0.5,1.345,18.25,1136.22,0.5,1.6173,1.0393,3.556,4000.05,0.7387,0.9203,2603.58,3.314,4.623,11966.1,1.0175,3.3375,1861.79,2282.31,1573.9,3.937,10627.26,3.529,90.95,5498.71,1.4494,1128.9,26,102.48,2.094,1,80.79,3.717
2010/1/13,4887,23658.4,18.538,0.25,21748.6,4.089,70385.47,0.684,0.25125,11853.56,5473.48,2.541,5963.14,1.65,0.964,0.5,1.338,17.85,1145.68,0.5,1.6285,1.0307,3.61,4000.86,0.7398,0.9241,2602.17,3.303,4.716,11958.3,1.0179,3.3875,1886.13,2307.9,1570.2,3.966,10680.77,3.534,91.4,5473.48,1.451,1136.4,25,103.44,2.041,1,79.65,3.793
2010/1/14,4920.5,23805.99,18.643,0.25,21716.95,4.1,69801.41,0.682,0.25125,11804.38,5498.2,2.493,5988.88,1.65,0.923,0.5,1.33,17.63,1148.46,0.5,1.6332,1.0232,3.554,4015.77,0.7423,0.9319,2620.44,3.295,4.633,11999.8,1.018,3.376,1886.52,2316.74,1600.1,3.981,10710.55,3.54,91.14,5498.2,1.4502,1142.6,23,103.66,2.051,1,79.39,3.742
2010/1/15,4905.4,23472.11,18.411,0.25,21654.16,4.07,68978.3,0.68,0.25125,11685.37,5455.37,2.419,5875.97,1.65,0.87,0.5,1.318,17.91,1136.03,0.5,1.6262,1.0287,3.491,3954.38,0.738,0.9231,2589.86,3.258,4.581,11845,1.0263,3.355,1864.52,2287.99,1591.4,3.937,10609.65,3.502,90.78,5455.37,1.4382,1130.1,24,102.55,2.067,1,78,3.676
2010/1/18,4917.1,23509.76,18.784,0.25,21460.01,4.067,69400.93,0.677,0.24875,11750.54,5494.39,2.448,5918.55,1.65,0.886,0.5,1.334,17.58,1150.23,0.5,1.633,1.0261,3.47,3977.46,0.7388,0.9263,2607.68,3.248,4.591,11870.7,1.0246,3.437,1895.48,2320.4,1635.1,3.939,10725.43,3.491,90.72,5494.39,1.4385,1139.7,22,102.55,2.062,1,79.02,3.7
2010/1/19,4930,23705.67,17.866,0.25,21677.98,4.052,69908.59,0.675,0.249,11763.42,5513.14,2.421,5976.48,1.65,0.882,0.5,1.338,18.68,1138.04,0.5,1.6369,1.0305,3.477,4009.67,0.7392,0.9246,2634.1,3.276,4.54,12022.6,1.0318,3.346,1867.95,2291.25,1611.1,4.012,10603.15,3.514,91.1,5513.14,1.4298,1112.3,22,103.8,2.051,1,77.62,3.653
2010/1/20,4905.8,23126.02,17.496,0.25,21286.17,4.07,68200.06,0.674,0.24888,11679.32,5420.8,2.352,5851.53,1.65,0.833,0.5,1.346,22.27,1116.48,0.5,1.628,1.046,3.426,3928.95,0.7197,0.9087,2590.68,3.22,4.499,11709,1.0438,3.285,1850.57,2265.7,1587.1,4.01,10389.88,3.496,91.25,5420.8,1.4101,1102.7,23,104.51,2.003,1,76.08,3.595
2010/1/21,4854.9,22876.46,16.918,0.25,20862.67,4.084,66270.13,0.672,0.24888,11469.1,5335.1,2.336,5746.97,1.65,0.792,0.5,1.335,27.31,1091.76,0.5,1.6196,1.0519,3.391,3862.16,0.7101,0.9008,2553.27,3.198,4.524,11444,1.0423,3.3385,1794.82,2205.29,1536.4,3.91,10172.98,3.461,90.42,5335.1,1.409,1089.2,23,101.07,2.024,1,74.54,3.601
2010/1/22,4793.9,22567.81,17.131,0.25,20726.18,4.069,66220.04,0.67,0.24906,11343.43,5302.99,2.363,5695.32,1.65,0.816,0.5,1.339,25.41,1096.78,0.5,1.6107,1.0575,3.373,3820.78,0.71,0.9007,2522.76,3.218,4.551,11373.4,1.0413,3.384,1802.39,2210.8,1540.5,3.914,10196.86,3.474,89.89,5302.99,1.4137,1095.2,25,98.86,2.014,1,75.26,3.63
2010/1/25,4726.6,22373.09,16.428,0.25,20598.55,4.037,65069.79,0.669,0.24875,11354.51,5260.31,2.39,5631.37,1.65,0.915,0.5,1.306,23.14,1097.5,0.5,1.624,1.0581,3.383,3781.85,0.7138,0.904,2499.23,3.214,4.564,11249.3,1.0394,3.2145,1818.9,2221.41,1486.1,3.906,10236.16,3.449,90.23,5260.31,1.415,1084.4,22,99.26,2.03,1,73.67,3.65
2010/1/27,4707.4,21997.59,16.202,0.25,20033.07,4.079,65587.8,0.665,0.24875,11344.11,5217.47,2.395,5643.2,1.65,0.863,0.5,1.317,23.73,1084.53,0.5,1.6161,1.0639,3.369,3759.8,0.7058,0.8947,2488.82,3.207,4.552,11042.2,1.0501,3.09,1771.1,2179,1489.2,3.891,10120.46,3.452,90,5217.47,1.4017,1083.6,21,99.3,2.008,1,73.64,3.642
2010/1/28,4676.1,21603.13,16.183,0.25,20356.37,4.132,65401.77,0.665,0.24875,11274.2,5145.74,2.325,5540.33,1.65,0.816,0.5,1.33,24.62,1073.87,0.5,1.6123,1.0665,3.326,3688.79,0.7035,0.8932,2454.12,3.199,4.493,10829.3,1.0524,3.046,1741.04,2147.35,1501.3,3.925,10067.33,3.461,89.88,5145.74,1.3962,1083,21,98.11,1.997,1,72.89,3.588
2010/1/29,4656.7,21896.29,16.653,0.25,20121.99,4.107,66571.73,0.665,0.24906,11094.31,5188.52,2.377,5608.79,1.65,0.855,0.5,1.337,22.59,1089.19,0.5,1.6002,1.0696,3.35,3739.46,0.701,0.8845,2478.51,3.19,4.568,10947.7,1.0604,3.0785,1760.72,2171.2,1534.6,3.9,10185.53,3.468,90.3,5188.52,1.3862,1104.3,21,97.14,2.003,1,74.43,3.656
2010/2/1,4588.5,22012,16.736,0.25,20243.75,4.039,67163.2,0.665,0.24906,11317.55,5247.41,2.36,5654.48,1.65,0.855,0.5,1.355,21.48,1103.32,0.5,1.5954,1.0616,3.382,3762.01,0.7091,0.8915,2490.83,3.185,4.553,10995.2,1.0556,3.085,1776.92,2190.06,1574.5,3.893,10296.85,3.445,90.62,5247.41,1.3927,1117.4,20,98.46,2.013,1,77.23,3.639
2010/2/2,4605.4,22413.74,16.31,0.25,20272.18,4.056,67108.55,0.665,0.25031,11408.34,5283.31,2.407,5709.66,1.65,0.883,0.5,1.365,21.6,1097.28,0.5,1.5973,1.0579,3.384,3812.13,0.7118,0.8865,2512.2,3.2,4.638,11140.9,1.055,2.968,1784.7,2190.91,1571.9,3.914,10270.55,3.455,90.38,5283.31,1.3961,1111.4,19,99.68,2.013,1,76.98,3.707
2010/2/3,4656.9,22169.25,15.343,0.25,20722.08,4.06,63934.01,0.665,0.24906,11390.46,5253.15,2.303,5672.09,1.65,0.807,0.5,1.379,26.08,1063.11,0.5,1.5897,1.0621,3.428,3793.47,0.7069,0.8828,2495.82,3.226,4.549,10888.4,1.059,2.8755,1732.99,2125.43,1511.5,3.906,10002.18,3.474,90.97,5253.15,1.3898,1062.4,18,99.16,2.013,1,73.14,3.61
2010/2/4,4640,21404.82,14.823,0.25,20341.64,4.071,62762.7,0.665,0.24875,11128.76,5139.31,2.24,5533.24,1.65,0.771,0.5,1.364,26.11,1066.19,0.5,1.5749,1.0724,3.365,3689.25,0.6863,0.8638,2425.13,3.159,4.523,10241.7,1.0663,2.854,1746.12,2141.12,1471.3,3.885,10012.23,3.524,88.95,5139.31,1.3734,1052.2,20,96.11,1.992,1,71.19,3.571
2010/2/5,4584.4,20815.88,15.078,0.25,19665.08,4.067,63153.09,0.663,0.24969,11223.12,5060.92,2.228,5434.34,1.65,0.763,0.5,1.36,26.51,1056.74,0.5,1.5633,1.0685,3.359,3563.76,0.6874,0.8674,2373.24,3.114,4.496,10103.3,1.0731,2.9095,1734.88,2126.05,1477.2,3.882,9908.39,3.506,89.33,5060.92,1.3662,1065.7,21,96.35,1.971,1,71.89,3.562
2010/2/8,4551,20938.24,15.431,0.25,19550.89,4.089,64718.17,0.661,0.25,11115.3,5092.33,2.31,5484.85,1.65,0.827,0.5,1.347,26,1070.52,0.5,1.5597,1.0753,3.347,3607.27,0.6832,0.8646,2398.57,3.148,4.576,10206.3,1.073,2.9835,1753.84,2150.87,1498.6,3.951,10058.64,3.51,89.3,5092.33,1.3652,1076.7,20,95.57,1.949,1,73.75,3.641
2010/2/9,4513.4,20818.97,15.302,0.25,19790.28,4.065,65051.42,0.661,0.25,11274.24,5111.84,2.361,5498.26,1.65,0.879,0.5,1.334,25.4,1068.13,0.5,1.5704,1.0674,3.384,3612.76,0.6948,0.8778,2397.77,3.208,4.636,10275.4,1.0641,2.986,1749.76,2147.87,1509.1,3.978,10038.38,3.502,89.65,5111.84,1.3789,1075.8,19,96.85,1.934,1,74.52,3.69
2010/2/10,4570.7,21241.63,15.592,0.25,19922.22,4.023,66128.94,0.662,0.25,11286.33,5131.99,2.366,5536.37,1.65,0.871,0.5,1.333,23.96,1078.47,0.5,1.5581,1.0628,3.436,3635.61,0.6925,0.875,2415.97,3.208,4.674,10455,1.0681,3.1295,1775.74,2177.41,1515.5,3.931,10144.19,3.524,89.97,5131.99,1.3726,1094.2,18,96.73,1.939,1,75.28,3.721
2010/2/11,4565.3,21076.45,15.449,0.25,20290.69,4.043,65854.97,0.662,0.25,11435.49,5161.48,2.332,5503.93,1.65,0.831,0.5,1.332,22.73,1075.51,0.5,1.5693,1.0506,3.464,3616.75,0.7015,0.8909,2424.54,3.236,4.656,10281.7,1.0706,3.079,1779.11,2183.53,1507.3,4.036,10099.14,3.54,89.72,5161.48,1.3681,1089.5,19,97.75,1.939,1,74.13,3.695
2010/2/12,4593.3,21035.91,16.15,0.25,20268.69,4.044,67284.56,0.663,0.25,11469.81,5142.45,2.309,5500.39,1.65,0.806,0.5,1.331,22.25,1094.87,0.5,1.5688,1.051,3.458,3599.07,0.6964,0.8873,2421.81,3.192,4.635,10224.9,1.0763,3.2185,1802.06,2214.19,1533.9,4.034,10268.81,3.501,90.02,5142.45,1.3615,1119.3,19,97.62,1.954,1,77.01,3.663
2010/2/15,4568.7,21122.47,16.098,0.25,20534.01,4.058,67836.08,0.661,0.25,11586.37,5167.47,2.386,5511.1,1.65,0.855,0.5,1.331,21.72,1099.51,0.5,1.5656,1.0488,3.448,3609.22,0.6972,0.889,2436.66,3.199,4.699,10293.6,1.0774,3.2385,1810.86,2226.29,1533.3,4.059,10309.24,3.524,89.98,5167.47,1.3598,1119.5,18,97.62,1.938,1,77.33,3.738
2010/2/16,4598.2,21289.2,16.06,0.25,20422.15,4.05,67597.43,0.663,0.25,11635.49,5244.06,2.478,5592.12,1.65,0.928,0.75,1.323,20.63,1106.75,0.5,1.5785,1.044,3.473,3669.04,0.7071,0.9019,2465.46,3.203,4.734,10393.9,1.0661,3.285,1823.39,2241.71,1515.8,4.038,10392.9,3.531,90.1,5244.06,1.3768,1118,18,99.31,1.933,1,79.06,3.807
2010/2/17,4672.9,21650.81,16.413,0.25,19894.02,4.026,67184.16,0.662,0.25063,11694.84,5276.64,2.453,5648.34,1.65,0.92,0.75,1.34,20.02,1109.17,0.5,1.567,1.0458,3.495,3725.21,0.7034,0.8997,2494.62,3.194,4.705,10498.6,1.0782,3.357,1823.32,2243.87,1539.8,4.132,10402.35,3.51,91.36,5276.64,1.3605,1121.3,20,99.73,1.917,1,79.81,3.776
2010/2/18,4673.1,21686.12,16.222,0.25,20377.27,4.054,66108.33,0.66,0.25125,11709.29,5325.09,2.446,5680.41,1.65,0.887,0.75,1.348,19.94,1108.01,0.5,1.5626,1.0413,3.497,3747.83,0.7058,0.9018,2510.99,3.252,4.729,10574.2,1.0771,3.3065,1817.63,2242.03,1528.1,4.203,10383.38,3.545,91.22,5325.09,1.3614,1112.6,18,100.37,1.954,1,80.16,3.796
2010/2/19,4672.2,21772.33,15.888,0.25,20623,4.084,65794.77,0.661,0.25194,11634.75,5358.17,2.349,5722.05,1.65,0.838,0.75,1.338,21.37,1094.6,0.5,1.5472,1.0397,3.508,3769.54,0.699,0.8985,2522.34,3.289,4.634,10676.7,1.0755,3.214,1793.82,2213.44,1506.3,4.276,10282.41,3.57,91.59,5358.17,1.3615,1102.7,19,100.59,1.991,1,78.86,3.689
2010/2/22,4717.5,21704.78,15.94,0.25,20467.74,4.08,66121.04,0.661,0.25219,11526.71,5352.07,2.355,5688.44,1.65,0.867,0.75,1.324,20.27,1105.24,0.5,1.5481,1.0428,3.432,3756.7,0.701,0.9001,2510.61,3.268,4.636,10570.5,1.0759,3.2355,1812.51,2235.9,1503.5,4.22,10374.16,3.555,91.12,5352.07,1.3597,1096.5,16,100.52,1.959,1,80,3.693
2010/2/23,4718.3,21224.07,16.11,0.25,20399.57,4.031,66503.27,0.661,0.25194,11521.83,5315.09,2.328,5604.07,1.65,0.828,0.75,1.303,20.1,1102.94,0.5,1.5413,1.0555,3.451,3707.06,0.6917,0.8898,2477.82,3.166,4.581,10312.9,1.0836,3.1925,1812.91,2234.22,1529.3,4.168,10321.03,3.448,90.2,5315.09,1.3505,1107.8,15,99.26,1.948,1,78.17,3.634
2010/2/24,4702.4,21346.31,16.5,0.25,20608.7,4.018,67227.93,0.659,0.25194,11631.44,5342.92,2.305,5615.51,1.65,0.816,0.75,1.309,19.5,1104.49,0.5,1.5402,1.0543,3.401,3715.68,0.6928,0.8928,2486.15,3.134,4.56,10254,1.0811,3.2685,1818.68,2238.26,1538,4.079,10325.26,3.422,90.2,5342.92,1.353,1118.3,14,100.19,1.932,1,79.66,3.619
2010/2/25,4689.9,20843.23,16.449,0.25,21056.93,4.039,67779.16,0.658,0.25194,11629.63,5278.22,2.283,5532.33,1.65,0.804,0.75,1.319,19.26,1115.71,0.5,1.5267,1.0601,3.395,3640.77,0.6913,0.8883,2444.53,3.109,4.557,10126.2,1.0793,3.333,1846.4,2273.57,1542.1,4.023,10403.79,3.403,89.07,5278.22,1.3555,1117.8,14,99.99,1.916,1,78.7,3.608
2010/2/26,4637.7,21068.32,17.044,0.25,20906.11,4,67641.34,0.656,0.25169,11728.06,5354.52,2.265,5598.46,1.65,0.792,0.75,1.304,19.06,1118.31,0.5,1.5247,1.0528,3.403,3708.8,0.6975,0.8948,2470.18,3.099,4.568,10333.6,1.0734,3.3955,1851.21,2280.79,1574.1,4.032,10405.98,3.423,88.85,5354.52,1.3625,1136.9,13,100.04,1.906,1,79.68,3.61
2010/3/1,4686.5,21320.8,17.309,0.25,20876.79,3.985,67814.7,0.655,0.25169,11828.31,5405.94,2.268,5713.51,1.65,0.812,0.75,1.338,18.83,1118.79,0.5,1.4989,1.0418,3.392,3769.54,0.6989,0.9011,2496.06,3.104,4.583,10434.9,1.0791,3.419,1851.57,2280.68,1581.6,4.067,10396.76,3.416,89.09,5405.94,1.356,1142.7,13,101.18,1.9,1,80.87,3.621
2010/3/2,4716.2,21431.41,17.156,0.25,20575.78,3.959,68846.5,0.655,0.25194,11852.85,5484.06,2.275,5776.56,1.65,0.859,0.75,1.337,18.72,1122.97,0.5,1.496,1.036,3.417,3811.92,0.6956,0.9032,2514.78,3.109,4.557,10521.5,1.0754,3.3605,1859.72,2292.31,1581.7,4.014,10444.14,3.413,88.74,5484.06,1.3604,1132.6,12,101.48,1.884,1,80.21,3.606
2010/3/3,4745.7,21745.06,17.362,0.25,20787.97,3.967,68575.47,0.655,0.25194,11824.97,5533.21,2.345,5817.88,1.65,0.899,0.75,1.314,17.42,1138.7,0.5,1.5102,1.0311,3.419,3842.52,0.6938,0.9055,2532.66,3.138,4.646,10664.5,1.0671,3.4025,1888.56,2326.35,1577.2,4.028,10566.2,3.452,88.43,5533.21,1.3698,1134.8,12,101.55,1.868,1,81.5,3.685
2010/3/4,4750.7,21844.56,17.252,0.25,21196.87,3.943,69576.38,0.654,0.25219,11975.14,5527.16,2.37,5795.32,1.65,0.895,0.75,1.322,17.79,1138.5,0.5,1.5031,1.0311,3.472,3828.41,0.6866,0.9005,2533.26,3.118,4.686,10745.3,1.0767,3.3965,1890.89,2332.21,1598.2,3.983,10552.52,3.425,89.07,5527.16,1.3579,1123.6,11,101.92,1.889,1,81.87,3.721
2010/3/5,4780.4,22278.12,17.318,0.25,21207.55,3.948,69979.27,0.653,0.25363,11963.84,5599.76,2.335,5877.36,1.65,0.871,0.75,1.31,17.92,1140.45,0.5,1.5134,1.0299,3.513,3910.42,0.6965,0.9069,2576.68,3.148,4.674,11019.8,1.0742,3.398,1901.38,2340.68,1595,4.06,10564.38,3.449,90.29,5599.76,1.3621,1122,11,103.35,1.894,1,81.49,3.701
2010/3/8,4828.5,22398.21,16.994,0.25,21208.29,3.944,69884.61,0.652,0.25425,11918.71,5606.72,2.382,5875.91,1.65,0.907,0.75,1.308,18.57,1145.61,0.5,1.5061,1.0277,3.514,3903.54,0.6997,0.9091,2575.07,3.163,4.69,11078.3,1.0734,3.355,1917.35,2358.95,1588.3,4.097,10567.33,3.453,90.26,5606.72,1.3628,1107.8,10,103.35,1.863,1,82.09,3.721
2010/3/9,4828.1,22355.8,17.136,0.25,21228.2,3.928,69341.38,0.652,0.2555,11961.06,5602.3,2.412,5885.89,1.65,0.951,0.75,1.327,18.06,1150.24,0.5,1.4999,1.0261,3.536,3910.01,0.7027,0.9137,2577.27,3.134,4.667,11002.8,1.0751,3.366,1923.81,2368.46,1610.8,4.048,10611.84,3.446,89.96,5602.3,1.36,1108,11,103.58,1.899,1,82.11,3.727
2010/3/10,4837.6,22638.65,17.024,0.25,21209.74,3.936,69023.75,0.651,0.25563,11979.7,5640.57,2.408,5936.72,1.6,0.96,0.75,1.35,17.58,1149.99,0.5,1.4981,1.0256,3.5,3943.55,0.7016,0.9146,2588.66,3.155,4.627,11121,1.0698,3.3695,1924.43,2367.66,1606.5,4.069,10624.69,3.453,90.51,5640.57,1.3659,1101.5,11,104.12,1.91,1,81.24,3.703
2010/3/11,4840.1,22540.85,17.083,0.25,21079.1,3.953,69942.2,0.65,0.25703,12013.82,5617.26,2.402,5928.63,1.6,0.944,0.75,1.35,18,1150.51,0.5,1.506,1.0241,3.54,3928.95,0.7006,0.9151,2578.01,3.182,4.629,11045.4,1.0684,3.307,1920.09,2362.21,1613.9,4.146,10642.15,3.489,90.51,5617.26,1.3677,1105.1,11,104.46,1.942,1,79.8,3.697
2010/3/12,4835.9,22565.19,17.333,0.25,21022.93,3.958,69723.23,0.649,0.25719,12008.8,5625.65,2.353,5945.11,1.6,0.911,0.75,1.355,17.69,1159.46,0.5,1.5183,1.0184,3.494,3927.4,0.7011,0.9152,2581.57,3.162,4.59,11077,1.0581,3.357,1932.24,2378.01,1628.8,4.087,10685.98,3.461,90.46,5625.65,1.3761,1122.2,23,104.46,1.931,1,81.7,3.653
2010/3/15,4836,22373.23,17.502,0.25,21384.49,3.95,69697.33,0.646,0.25763,12089.4,5593.85,2.365,5903.56,1.6,0.919,0.75,1.36,16.91,1166.21,0.5,1.5052,1.0187,3.443,3890.91,0.7018,0.9141,2565.3,3.158,4.57,10957.8,1.0618,3.41,1936.22,2389.09,1633.7,4.057,10733.67,3.445,90.52,5593.85,1.3673,1124,19,104.47,1.936,1,82.93,3.642
2010/3/16,4806.4,22619.85,17.407,0.25,21330.67,3.956,68828.98,0.646,0.26088,12100.66,5620.43,2.415,5970.99,1.6,0.956,0.75,1.37,16.62,1165.83,0.5,1.5243,1.0135,3.475,3938.95,0.7112,0.9194,2590.34,3.132,4.587,11059.3,1.0544,3.3875,1943.94,2391.28,1629.5,4.023,10779.17,3.438,90.27,5620.43,1.3769,1127.4,21,105.25,1.925,1,82.2,3.676
2010/3/17,4853.2,22902.58,17.017,0.25,21370.82,3.908,69041.73,0.644,0.26638,12040.01,5644.63,2.456,6024.28,1.6,0.997,0.75,1.367,16.97,1159.9,0.5,1.5321,1.0092,3.446,3957.89,0.7135,0.9232,2614.97,3.115,4.58,11166.8,1.0538,3.3645,1932.43,2374.41,1607.1,3.993,10741.98,3.423,90.27,5644.63,1.3737,1107.4,24,105.87,1.92,1,80.68,3.693
2010/3/18,4874.4,22785.15,16.92,0.25,20933.25,3.937,69386.72,0.643,0.271,11947.98,5642.62,2.409,6012.31,1.6,0.973,0.75,1.35,16.87,1165.81,0.5,1.5245,1.0146,3.487,3938.18,0.7137,0.9204,2614.19,3.129,4.571,11073.5,1.058,3.3725,1949.59,2395.4,1599.8,3.983,10785.89,3.429,90.37,5642.62,1.3606,1099.3,25,105.8,1.946,1,81.25,3.661
2010/3/19,4875.8,22687.3,17.012,0.25,20987.78,3.947,68913.4,0.642,0.2775,11967.17,5650.13,2.42,5982.43,1.6,0.981,0.75,1.344,16.35,1174.17,0.5,1.501,1.0172,3.454,3925.44,0.708,0.9153,2598.57,3.109,4.606,10990.8,1.0609,3.3695,1963.2,2415.24,1607.8,3.955,10888.83,3.434,90.53,5650.12,1.3531,1103.5,25,105.24,1.909,1,81.91,3.689
2010/3/22,4857.5,22622.81,16.626,0.25,21008.62,3.928,68441.66,0.639,0.28188,12044.54,5644.54,2.587,5987.5,1.6,1.099,0.75,1.37,17.55,1167.72,0.5,1.5096,1.0178,3.468,3928,0.7065,0.9176,2598.85,3.068,4.727,10861.9,1.0579,3.3365,1951.84,2398.76,1587.4,3.923,10836.15,3.408,90.09,5644.54,1.3555,1088.6,24,105.78,1.925,1,80.61,3.851
2010/3/23,4882.4,22765.89,16.727,0.25,20778.55,3.905,68682.66,0.637,0.28353,11962.97,5673.63,2.641,6017.27,1.6,1.087,0.75,1.385,18.4,1165.73,0.5,1.5038,1.0158,3.544,3952.55,0.7068,0.9185,2611.2,3.059,4.762,10996.2,1.0567,3.371,1949.15,2397.41,1605.9,3.905,10841.21,3.375,90.41,5673.63,1.3498,1092.7,25,106.57,1.919,1,80.53,3.882
2010/3/24,4911.1,22798.7,16.894,0.25,21053.11,3.918,69939.12,0.636,0.28491,11958.11,5677.88,2.594,6039,1.6,1.048,0.75,1.406,17.77,1166.59,0.5,1.4868,1.0262,3.538,3949.81,0.7015,0.9066,2614.9,3.094,4.747,10866.3,1.0731,3.393,1952.63,2395.13,1595.5,3.98,10850.36,3.415,92.21,5677.88,1.3313,1104.2,25,105.9,1.924,1,80,3.851
2010/3/25,4890.8,23034.46,17.373,0.25,21237.43,3.931,69959.58,0.635,0.28781,11957.37,5727.65,2.602,6132.95,1.6,1.04,0.75,1.399,17.59,1173.22,0.5,1.4809,1.0245,3.557,4000.48,0.7034,0.9072,2640.62,3.176,4.772,11091.4,1.0737,3.5295,1961.22,2404.36,1627.4,4.023,10895.86,3.482,92.68,5727.65,1.3278,1110.3,25,105.66,1.93,1,82.17,3.868
2010/3/26,4896.9,23063.87,17.316,0.25,21374.79,3.914,70371.54,0.636,0.28875,12029.72,5703.02,2.601,6120.05,1.6,1.063,0.75,1.413,17.13,1173.27,0.5,1.49,1.027,3.576,3988.93,0.7031,0.9039,2625.16,3.15,4.748,11071.1,1.0648,3.555,1967.96,2410.69,1618.1,4.028,10907.42,3.476,92.47,5703.02,1.341,1104.5,25,105.7,1.924,1,82.37,3.859
2010/3/29,4912,23104.97,17.512,0.25,21239.35,3.914,71136.34,0.635,0.29013,12044.21,5710.66,2.557,6156.85,1.6,1.02,0.75,1.368,17.59,1169.43,0.5,1.4985,1.0208,3.582,4000.66,0.709,0.9172,2630.97,3.133,4.714,11091,1.0623,3.546,1958.34,2397.96,1639.8,3.979,10856.63,3.455,92.44,5710.66,1.3477,1113.3,23,106.34,1.892,1,83.76,3.833
2010/3/30,4924.2,23003.34,17.876,0.25,21537,3.884,71095.65,0.635,0.29088,12037.73,5672.32,2.592,6142.45,1.6,1.06,0.75,1.408,17.47,1178.1,0.5,1.5066,1.0196,3.566,3987.41,0.7098,0.9183,2633.74,3.108,4.729,10980.7,1.0662,3.577,1959.56,2402.58,1669.8,3.981,10927.07,3.446,92.78,5672.32,1.3411,1125.1,21,106.39,1.924,1,84.87,3.868
2010/3/31,4928.9,22847.97,17.917,0.25,21928.77,3.875,70792.94,0.634,0.2915,12151.06,5679.64,2.701,6153.55,1.6,1.14,0.75,1.416,16.23,1189.44,0.5,1.5182,1.0152,3.563,3974.01,0.7104,0.9166,2629.16,3.098,4.831,10871.3,1.0535,3.6095,1981.95,2436.81,1698.5,3.945,10969.99,3.439,93.46,5679.64,1.351,1135.1,21,106.03,1.956,1,86.84,3.956
