Date,.AXJO,.FTMIB,SIc1,USFFTARGET=,.HSI,IT10YT=RR,.BVSP,EURIBOR3MD=,USD3MFSR=X,.GSPTSE,.FTSES,US5YT=RR,.GDAXI,JPPRIME=,US2YT=RR,USDISC=,JP10YT=RR,.VIX,.SPX,GBBASE=,GBP=,CAD=,CA10YT=RR,.FCHI,NZD=,AUD=,.STOXX50,EU10YT=RR,US30YT=RR,.IBEX,CHF=,HGc1,.NDX,.IXIC,PLc1,GB10YT=RR,.DJI,FR10YT=RR,JPY=,.FTSE,EUR=,GCc1,TED,.TRXFLDUSP,CH10YT=RR,ECBMRO=,CLc1,US10YT=RR
2013/2/4,4951.3,16712.15,28.563,0.25,22083.36,4.557,56352.09,0.233,0.2891,12773.12,6335.7,0.871,7633.74,1.2,0.258,0.75,0.552,13.06,1544.26,0.5,1.576,0.9987,1.848,3694.7,0.8431,1.0436,2600.22,1.61,3.216,8014.6,0.9082,3.4965,2799.49,3232.09,1593.1,2.18,14329.49,2.234,92.36,6379.07,1.3513,1574.6,22.43,137.32,0.705,0.75,90.82,2.049
2013/2/5,4897.4,16544.95,28.76,0.25,22041.86,4.616,54889.1,0.233,0.2891,12707.41,6355.37,0.879,7660.19,1.2,0.262,0.75,0.619,12.59,1551.18,0.5,1.5656,0.9953,1.883,3642.9,0.8449,1.0383,2616.8,1.641,3.22,8174.9,0.9082,3.474,2804.11,3244.37,1601.9,2.197,14397.07,2.245,93.61,6395.37,1.3581,1574.6,22.94,137.47,0.704,0.75,90.43,2.061
2013/2/6,4931.2,16489.8,28.767,0.25,22256.44,4.507,55562.74,0.232,0.2881,12736.04,6270.44,0.879,7711.89,1.2,0.266,0.75,0.646,11.56,1556.22,0.5,1.566,0.9956,1.935,3601.05,0.8395,1.0318,2604.62,1.672,3.242,8078.6,0.9097,3.5015,2811.86,3252.87,1599.2,2.101,14447.29,2.273,93.63,6291.54,1.352,1574.8,22.43,137.23,0.73,0.75,91.56,2.019
2013/2/7,4938.2,16406.03,28.909,0.25,22225.88,4.386,54648.15,0.227,0.2881,12831.96,6325.88,0.834,7631.19,1.2,0.254,0.75,0.594,12.27,1552.48,0.5,1.5715,0.9977,1.945,3649.5,0.8328,1.0277,2593.4,1.636,3.211,8234.7,0.9182,3.4915,2800.81,3242.32,1593,2.112,14450.06,2.293,93.62,6335.7,1.3396,1576.6,22.68,138.04,0.732,0.75,91.95,2.023
2013/2/8,4971.3,16664.42,28.812,0.25,22115.3,4.391,55050.6,0.227,0.2866,12826.52,6360.81,0.807,7593.51,1.15,0.246,0.75,0.604,11.83,1554.52,0.5,1.5796,1.0023,1.911,3650.58,0.8358,1.0317,2626.09,1.659,3.184,8306.2,0.9171,3.5,2798.68,3245.12,1591.1,2.081,14455.28,2.256,92.66,6355.37,1.3363,1577.8,22.94,137.93,0.74,0.75,92.06,2.037
2013/2/11,4977.8,16527.5,29.131,0.25,22251.15,4.376,55092.31,0.226,0.2866,12835.61,6378.6,0.777,7628.73,1.15,0.242,0.75,0.59,11.3,1563.23,0.5,1.5657,1.0047,1.917,3686.58,0.8351,1.0254,2615.58,1.63,3.131,8247.4,0.9201,3.538,2807.3,3258.93,1587.8,1.996,14539.14,2.283,94.3,6270.44,1.3406,1591.5,22.94,138.18,0.78,0.75,92.54,1.991
2013/2/12,4981.5,16009.55,28.922,0.25,22311.08,4.404,55912.04,0.226,0.2871,12858.49,6345.63,0.81,7752.45,1.15,0.25,0.75,0.585,11.3,1560.7,0.5,1.5662,1.002,1.949,3698.53,0.84,1.0305,2630.48,1.623,3.198,8150.2,0.9169,3.5095,2799.41,3249.07,1591.4,1.958,14514.11,2.269,93.46,6325.88,1.3453,1588.3,22.77,138.3,0.761,0.75,92.52,1.955
2013/2/13,5013.6,16233.28,28.772,0.25,22464.82,4.401,56186.56,0.226,0.2871,12878.58,6431.95,0.787,7728.9,1.15,0.25,0.75,0.612,13.36,1552.1,0.5,1.5541,1.0016,1.897,3669.6,0.8454,1.0369,2633.01,1.663,3.135,8108.9,0.9168,3.5235,2792.3,3237.59,1578.2,1.974,14452.06,2.264,93.37,6360.81,1.3453,1590.6,24.44,138.41,0.787,0.75,93.03,1.904
2013/2/14,5045.4,16351.99,28.817,0.25,22299.63,4.422,55400.91,0.225,0.2841,12744.11,6427.64,0.797,7583.57,1.15,0.254,0.75,0.591,14.39,1548.34,0.5,1.5493,1.0007,1.865,3660.37,0.8505,1.0357,2628.81,1.581,3.149,8225.3,0.9209,3.508,2787.27,3229.1,1554.4,1.87,14455.82,2.277,92.85,6378.6,1.336,1592.5,24.18,138.25,0.807,0.75,93.45,1.958
2013/2/15,5044.4,15552.2,28.841,0.25,22367.82,4.492,54962.65,0.223,0.2831,12799.91,6439.16,0.787,7661.91,1.15,0.246,0.75,0.595,12.67,1558.71,0.5,1.5516,1.0062,1.821,3667.04,0.8445,1.0304,2622.24,1.567,3.146,8163,0.921,3.417,2805.91,3254.19,1581.5,1.908,14511.73,2.234,93.48,6345.63,1.3362,1604.6,25.43,138.25,0.825,0.75,93.74,1.915
2013/2/18,5070.5,15827.02,28.81,0.25,22337.49,4.449,52949.93,0.221,0.2811,12830.03,6483.58,0.776,7773.19,1.15,0.25,0.75,0.593,13.99,1545.8,0.5,1.5464,1.0104,1.865,3735.82,0.8448,1.0306,2617.77,1.579,3.143,8014.5,0.9231,3.3955,2774.85,3222.6,1579.1,1.962,14421.49,2.223,93.95,6431.95,1.3351,1611.3,25.93,139.24,0.782,0.75,92.16,1.927
2013/2/19,5081.9,15921.25,28.783,0.25,21726.9,4.389,53990.83,0.221,0.2796,12781.76,6503.63,0.735,7597.11,1.15,0.246,0.75,0.611,13.57,1556.89,0.5,1.5422,1.0112,1.816,3709.88,0.8466,1.0352,2645.16,1.456,3.086,8179,0.9225,3.4355,2800.81,3245,1580.7,1.956,14512.03,2.231,93.56,6427.64,1.3386,1607.5,28.44,137.39,0.765,0.75,92.96,1.92
2013/2/20,5106.6,15675.37,29.179,0.25,21718.05,4.89,52881.96,0.22,0.2806,12773.87,6510.62,0.769,7675.83,1.15,0.25,0.75,0.594,13.74,1551.69,0.5,1.5233,1.0165,1.82,3624.8,0.8353,1.0255,2634.01,1.448,3.104,8244.5,0.927,3.423,2789.45,3235.3,1582.4,2.014,14447.75,2.167,93.54,6439.16,1.328,1613.8,28.92,136.44,0.733,0.75,92.45,1.911
2013/2/21,5076,15542.17,28.666,0.25,21870.34,4.805,53165.91,0.218,0.2801,12826.55,6481.5,0.772,7741.7,1.15,0.242,0.75,0.566,12.77,1563.77,0.5,1.5253,1.0182,1.814,3706.28,0.8339,1.0245,2596.09,1.46,3.1,7980.7,0.9307,3.454,2806.5,3252.48,1566,2.062,14559.65,2.165,93.1,6483.58,1.3188,1606.2,28.66,137.67,0.748,0.75,93.71,1.845
2013/2/22,5055.3,15974.3,28.785,0.25,22034.56,4.733,53928.92,0.213,0.2801,12747.87,6529.41,0.728,7708.16,1.15,0.23,0.75,0.596,13.15,1562.85,0.5,1.516,1.0213,1.819,3721.33,0.8376,1.0318,2633.09,1.413,3.057,8136.7,0.929,3.435,2809.98,3256.52,1579.8,2.017,14526.16,2.169,93.38,6503.63,1.3188,1604.6,25.92,135.17,0.747,0.75,94.81,1.852
2013/2/25,5064.3,15899.7,28.644,0.25,22101.27,4.786,54297.73,0.21,0.2811,12757.35,6489.65,0.697,7691.68,1.15,0.23,0.75,0.601,12.7,1569.19,0.5,1.516,1.026,1.757,3621.92,0.8329,1.0257,2634.88,1.418,2.991,8230.3,0.9322,3.4325,2818.69,3267.52,1571.2,1.966,14578.54,2.119,91.79,6510.62,1.3062,1595.8,25.92,135.97,0.751,0.75,96.34,1.862
2013/2/26,5038.6,15947.17,28.577,0.25,22089.05,4.873,54884.75,0.21,0.2801,12680.71,6457.92,0.691,7870.31,1.15,0.23,0.75,0.598,12.78,1570.25,0.5,1.5123,1.0258,1.875,3691.49,0.8255,1.0226,2597.15,1.45,2.877,8187.1,0.9318,3.435,2820.62,3254.86,1571.8,1.964,14662.01,2.103,91.97,6481.5,1.3061,1606.2,25.92,137.72,0.728,0.75,96.58,1.816
2013/2/27,5043.2,16204.03,28.292,0.25,21772.67,4.728,54984.23,0.209,0.2801,12706.38,6441.32,0.705,7919.33,1.15,0.23,0.75,0.696,14.21,1553.69,0.5,1.5157,1.0225,1.875,3723,0.8275,1.0231,2619.63,1.454,2.911,8246.3,0.9297,3.395,2795.04,3218.6,1539.8,1.962,14550.35,2.128,92.23,6529.41,1.3138,1594.8,27.94,137.63,0.752,0.75,97.23,1.766
2013/2/28,5112.5,16091.98,27.217,0.25,21672.03,4.661,54252.04,0.206,0.2801,12699.65,6432.7,0.7,7939.77,1.15,0.234,0.75,0.78,13.89,1559.98,0.5,1.516,1.0303,1.827,3699.91,0.8244,1.0212,2647.04,1.493,2.938,8423.3,0.9361,3.372,2794.92,3224.98,1516.7,1.938,14606.11,2.128,92.53,6489.65,1.3056,1575.1,27.44,137.86,0.742,0.75,97.19,1.714
2013/3/1,5104.1,16023.98,26.773,0.25,21569.67,4.594,54887.25,0.202,0.2801,12749.9,6388.55,0.734,7986.47,1.15,0.234,0.75,0.856,13.92,1553.28,0.5,1.5036,1.0267,1.796,3709.76,0.8248,1.0202,2637.33,1.524,3.005,8358.9,0.9426,3.3255,2771.75,3203.86,1534.4,1.896,14565.25,2.13,93.56,6457.92,1.302,1552.8,27.44,138.46,0.728,0.75,94.45,1.745
2013/3/4,5086.1,15745.34,26.748,0.25,21512.52,4.587,55910.37,0.2,0.2821,12682.1,6392.76,0.728,7984.29,1.15,0.234,0.75,0.869,13.19,1563.07,0.5,1.5114,1.0272,1.752,3787.19,0.8277,1.0195,2635.26,1.51,2.997,8389.1,0.9407,3.3455,2786.13,3222.25,1535.9,1.83,14613.48,2.124,93.46,6441.32,1.3025,1551.8,27.44,139.85,0.709,0.75,93.26,1.752
2013/3/5,5095,16131.05,27.201,0.25,22013.57,4.633,55321.93,0.2,0.2841,12422.12,6378.38,0.689,7966.12,1.15,0.23,0.75,0.847,12.84,1568.61,0.5,1.5125,1.0269,1.765,3773.76,0.831,1.0257,2682.05,1.482,2.918,8628.1,0.9407,3.34,2804.67,3237.86,1552,1.873,14673.46,2.124,93.28,6432.7,1.305,1575.4,25.94,140.03,0.693,0.75,92.7,1.805
2013/3/6,5131.6,16061.15,27.12,0.25,22044.37,4.6,55488.08,0.2,0.2841,12363.05,6399.37,0.679,7970.91,1.15,0.222,0.75,0.809,12.36,1587.73,0.5,1.5016,1.0319,1.773,3793.78,0.8283,1.0227,2676.5,1.475,2.868,8554.4,0.9486,3.368,2859.21,3297.25,1529.2,1.861,14802.24,2.107,94.06,6388.55,1.2965,1572,26.19,140.34,0.679,0.75,93.36,1.791
2013/3/7,5135.7,15924.13,27.866,0.25,21806.61,4.676,55429.88,0.201,0.2846,12331.85,6387.56,0.702,8058.37,1.15,0.23,0.75,0.846,12.24,1593.37,0.5,1.5012,1.0293,1.805,3840.15,0.8276,1.0266,2676.26,1.476,2.908,8532.3,0.9426,3.438,2859.07,3300.16,1535.2,1.852,14865.14,2.102,94.81,6392.76,1.3104,1586.2,25.94,141.05,0.628,0.75,94.2,1.721
2013/3/8,5131.2,15670.56,27.639,0.25,22183.05,4.651,56274.66,0.201,0.2831,12344.56,6411.74,0.697,8042.85,1.15,0.23,0.75,0.876,12.06,1588.85,0.5,1.4915,1.0283,1.785,3836.27,0.8217,1.023,2700.78,1.453,2.88,8498.3,0.9509,3.414,2856.48,3294.95,1495.3,1.806,14865.06,2.093,96.02,6378.38,1.3004,1558.3,25.44,141.46,0.678,0.75,94.64,1.688
2013/3/11,5148.4,16015.98,27.685,0.25,22547.71,4.602,55804.8,0.201,0.2836,12484.05,6490.66,0.695,8010.7,1.15,0.23,0.75,0.886,17.27,1552.36,0.5,1.4912,1.0257,1.737,3839.97,0.828,1.028,2698.45,1.406,2.863,8657.9,0.9471,3.428,2797.47,3216.49,1424.2,1.789,14599.2,2.068,96.26,6399.37,1.3043,1564.3,25.7,141.14,0.695,0.75,93.51,1.722
2013/3/12,5163.5,15935.99,26.322,0.25,22580.77,4.629,55447.56,0.203,0.2836,12534.91,6420.28,0.706,7947.79,1.15,0.234,0.75,0.837,13.96,1574.57,0.5,1.4902,1.0256,1.711,3836.04,0.8269,1.0319,2697.94,1.35,2.883,8619.1,0.9468,3.349,2838.41,3264.63,1450,1.723,14756.78,2.033,96.06,6387.56,1.3032,1501,24.94,141.37,0.697,0.75,91.29,1.698
2013/3/13,5121.8,16045.51,23.355,0.25,22737.01,4.707,55107.8,0.204,0.2826,12481.37,6344.12,0.69,8001.97,1.15,0.226,0.75,0.838,16.51,1552.01,0.5,1.492,1.0274,1.737,3871.58,0.8183,1.0296,2694.2,1.389,2.879,8507.8,0.9521,3.28,2781.98,3204.67,1434.8,1.768,14618.59,2.007,96.09,6411.74,1.296,1360.6,24.94,142.22,0.702,0.75,88.71,1.686
2013/3/14,5103.4,15644.36,23.622,0.25,22668.3,4.629,54447.77,0.204,0.2821,12337.59,6249.78,0.697,7932.51,1.15,0.23,0.75,0.837,17.56,1541.61,0.5,1.508,1.0221,1.714,3844.03,0.8216,1.0382,2726.77,1.363,2.901,8321,0.9467,3.3065,2741.95,3166.36,1428.4,1.777,14537.14,2.036,96.09,6490.66,1.3004,1386.8,26,141.97,0.682,0.75,88.72,1.705
2013/3/15,5120.2,15495.92,23.301,0.25,22689.96,4.589,54666.82,0.206,0.2811,12004.88,6276.94,0.692,7911.35,1.15,0.231,0.75,0.907,14.97,1555.25,0.5,1.5113,1.0193,1.706,3825.47,0.8272,1.0404,2717.66,1.378,2.895,8416.3,0.9387,3.188,2780.46,3206.06,1423.3,1.755,14547.51,2.008,95.24,6420.28,1.3074,1382.2,26.5,141.22,0.654,0.75,86.68,1.695
2013/3/18,5101.7,15353.85,23.239,0.25,22915.09,4.523,54936.41,0.207,0.2804,12119.92,6313.21,0.682,7870.9,1.15,0.215,0.75,0.935,14.39,1562.5,0.5,1.5104,1.0219,1.711,3775.75,0.8264,1.0401,2710.86,1.339,2.862,8351.2,0.946,3.2045,2810.07,3233.55,1435.8,1.713,14567.17,2.016,95.2,6344.12,1.2954,1392,27.7,140.84,0.654,0.75,87.73,1.707
2013/3/19,5057.4,15338.72,22.955,0.25,23047.09,4.584,54772.62,0.21,0.2794,11947.29,6387.37,0.676,7879.67,1.15,0.211,0.75,0.89,13.48,1578.78,0.5,1.5097,1.0266,1.711,3829.56,0.8244,1.0364,2703.17,1.34,2.875,8329.5,0.9467,3.1515,2835.37,3269.33,1416.8,1.631,14719.46,2.019,95.13,6249.78,1.2881,1395.3,24.69,141.85,0.633,0.75,88.01,1.703
2013/3/20,4988.1,15555.03,23.32,0.25,23244.35,4.595,55164.27,0.211,0.2794,11996.34,6416.14,0.678,7789.09,1.15,0.211,0.75,0.867,13.61,1578.79,0.5,1.5095,1.0259,1.728,3774.85,0.8223,1.0374,2711.9,1.276,2.88,8140.6,0.945,3.132,2834.12,3269.65,1429.8,1.698,14676.3,2.05,96.01,6276.94,1.2932,1421,25.71,140.67,0.632,0.75,88.76,1.665
2013/3/21,4998.9,15200.3,22.813,0.25,23211.48,4.757,55700.77,0.215,0.2781,12065.55,6384.39,0.654,7795.31,1.15,0.204,0.75,0.811,13.61,1582.24,0.5,1.5171,1.0251,1.725,3770.29,0.8315,1.0436,2697.23,1.28,2.829,7990.5,0.9461,3.094,2840.55,3279.26,1475.2,1.739,14712.55,2.017,94.88,6313.21,1.2897,1408.6,26.47,141.59,0.616,0.75,89.18,1.667
2013/3/22,4983.6,15154.02,22.829,0.25,23321.22,4.766,56265.32,0.214,0.2771,12090.68,6343.6,0.646,7943.87,1.15,0.2,0.75,0.864,13.71,1593.61,0.5,1.5229,1.0231,1.706,3727.98,0.8355,1.0442,2692.78,1.304,2.82,7900.4,0.9406,3.158,2866.95,3307.02,1505.6,1.783,14818.75,2.023,94.5,6387.37,1.2985,1423.4,25.97,141.13,0.622,0.75,91.43,1.673
2013/3/25,5023.2,15250.42,23.758,0.25,22989.81,4.623,56429.27,0.213,0.2771,12090.94,6304.58,0.727,7874.75,1.15,0.22,0.75,0.86,13.52,1597.57,0.5,1.5173,1.0212,1.702,3748.64,0.8345,1.0464,2689.49,1.287,2.955,7920,0.9481,3.185,2887.44,3328.79,1505.4,1.768,14839.8,2.021,94.15,6416.14,1.2851,1453.6,25.46,142.17,0.6,0.75,93,1.632
2013/3/26,4981,15243.39,24.122,0.25,22930.28,4.599,56349.91,0.212,0.2776,12270.43,6244.21,0.739,7817.39,1.15,0.216,0.75,0.846,14.49,1582.7,0.5,1.5159,1.0158,1.7,3711.64,0.839,1.0482,2693.35,1.25,2.98,8050.4,0.9481,3.2255,2873.35,3299.13,1468.7,1.728,14700.95,1.992,94.41,6384.39,1.286,1467.4,24.96,142.13,0.596,0.75,94.5,1.624
2013/3/27,4995,15436.07,24.144,0.25,23044.24,4.564,56406.21,0.211,0.2776,12220.2,6243.67,0.748,7658.75,1.15,0.224,0.75,0.847,13.59,1597.59,0.5,1.513,1.0159,1.684,3731.42,0.8364,1.0443,2685.87,1.213,2.997,7904.3,0.9539,3.1875,2911.14,3340.62,1500.7,1.706,14831.58,1.882,94.43,6343.6,1.278,1472.2,24.95,142.7,0.594,0.75,93.46,1.74
2013/3/28,4995,15928.64,23.305,0.25,23082.68,4.424,56395.94,0.21,0.2771,12312.67,6286.59,0.744,7662.64,1.15,0.224,0.75,0.876,12.85,1614.42,0.5,1.5192,1.0161,1.672,3805.37,0.8367,1.0408,2697.77,1.236,2.987,7847.9,0.9494,3.0825,2944.59,3378.63,1501.7,1.733,14973.96,1.758,94.11,6304.58,1.2814,1446.3,24.2,142.46,0.593,0.75,91.03,1.764
2013/4/2,5005.6,16020.91,23.79,0.25,23493.03,4.341,56036.26,0.21,0.2761,12456.5,6280.62,0.748,7637.51,1.15,0.224,0.75,0.882,12.66,1617.5,0.5,1.5102,1.0143,1.77,3754.96,0.8416,1.0446,2735.1,1.262,2.995,7798.4,0.9486,3.1045,2955.36,3392.97,1508.2,1.684,14968.89,1.75,93.42,6244.21,1.2818,1467.7,23.94,140.85,0.6,0.75,93.99,1.78
2013/4/3,5011.9,15780.08,23.975,0.25,23366.37,4.358,54634.69,0.21,0.2761,12321.29,6406.12,0.817,7810.63,1.15,0.241,0.75,0.866,12.83,1625.96,0.5,1.5127,1.0143,1.801,3726.16,0.841,1.046,2708.12,1.305,3.096,7787.1,0.9449,3.3135,2952.88,3396.63,1481.7,1.661,15056.2,1.795,93.04,6243.67,1.285,1464.3,24.2,141.44,0.598,0.75,95.61,1.767
2013/4/4,4949.9,15628.95,23.918,0.25,23261.08,4.308,53506.08,0.21,0.2761,12379.64,6431.76,0.821,7871.63,1.15,0.241,0.75,0.823,12.66,1632.69,0.5,1.5233,1.0124,1.824,3663.48,0.842,1.0434,2683.54,1.309,3.127,7872.5,0.9398,3.31,2968.24,3413.27,1505.4,1.663,15105.12,1.868,96.33,6286.59,1.2935,1468.1,22.94,140.88,0.607,0.75,96.16,1.814
2013/4/5,4924,15533.04,23.771,0.25,22669.68,4.327,53944.36,0.21,0.2751,12438.03,6426.42,0.859,7744.77,1.15,0.249,0.75,0.845,13.13,1626.67,0.5,1.5333,1.0173,1.812,3666.78,0.8431,1.0374,2641.08,1.26,3.2,8136.4,0.9344,3.3005,2961.12,3409.17,1516.5,1.655,15082.62,1.85,97.52,6280.62,1.2989,1449,22.43,141.81,0.567,0.75,95.62,1.9
2013/4/8,4914,15383.76,23.892,0.25,22618.67,4.337,54017.9,0.211,0.2756,12453.92,6458.02,0.828,7712.63,1.15,0.241,0.75,0.828,12.59,1633.7,0.5,1.5252,1.0164,1.801,3670.72,0.8457,1.0407,2647.01,1.248,3.162,8159.5,0.9345,3.371,2981.02,3436.58,1486,1.714,15118.49,1.807,99.35,6406.12,1.3007,1473.9,22.94,142.25,0.59,0.75,96.62,1.917
2013/4/9,4976.9,15480.56,23.879,0.25,22686.05,4.342,52798.63,0.211,0.2756,12464.11,6430.12,0.786,7682.58,1.15,0.233,0.75,0.816,12.55,1633.77,0.5,1.5321,1.0163,1.886,3743.71,0.8523,1.0483,2650.71,1.273,3.096,8040.4,0.9323,3.3415,2982.09,3438.79,1484.5,1.688,15091.68,1.805,99.02,6431.76,1.3081,1468.8,22.43,144.02,0.602,0.75,96.39,1.982
2013/4/10,4991.9,15760.78,23.632,0.25,22924.25,4.319,52884.83,0.211,0.2756,12585.05,6451.29,0.832,7503.03,1.2,0.246,0.75,0.845,12.77,1650.34,0.5,1.5329,1.0141,1.91,3775.66,0.857,1.054,2692.91,1.23,3.17,8014.1,0.9325,3.356,2996.05,3462.61,1501.9,1.678,15215.25,1.815,99.77,6426.42,1.3068,1436.8,22.68,144.53,0.629,0.75,96.04,1.94
2013/4/11,5013.2,16021.71,23.67,0.25,22554.93,4.25,51618.63,0.21,0.2741,12543.9,6460.71,0.837,7473.73,1.2,0.242,0.75,0.884,12.81,1658.78,0.5,1.5382,1.0102,1.957,3729.3,0.8629,1.0544,2702.55,1.234,3.175,7948.7,0.9304,3.362,3002.62,3471.62,1490.7,1.657,15275.69,1.781,99.67,6458.02,1.3102,1434.5,22.17,144.08,0.642,0.75,95.17,1.879
2013/4/12,5023,16490.77,23.355,0.25,22484.31,4.248,49769.93,0.21,0.2731,12589.09,6521.46,0.819,7459.96,1.2,0.238,0.75,0.888,13.07,1650.47,0.5,1.5341,1.0133,1.924,3710.48,0.8588,1.0505,2679.3,1.252,3.132,7803,0.927,3.2905,2999.34,3465.24,1485.6,1.691,15233.22,1.788,98.38,6430.12,1.3111,1424.7,22.42,140.55,0.623,0.75,94.21,1.954
2013/4/15,5005.3,16563.43,22.643,0.25,22392.16,4.226,49180.58,0.21,0.2731,12529.55,6557.3,0.896,7478.11,1.2,0.25,0.75,0.872,12.45,1667.47,0.5,1.5283,1.0254,1.885,3685.79,0.8405,1.0311,2671.26,1.229,3.218,7812.5,0.9311,3.267,3028.96,3498.97,1468,1.653,15354.4,1.795,96.75,6451.29,1.3034,1396.5,21.93,142.62,0.664,0.75,94.3,1.965
2013/4/16,4967.9,16565.25,22.643,0.25,22282.19,4.074,50414.89,0.21,0.2731,12577.05,6583.48,0.893,7658.21,1.2,0.251,0.75,0.869,13.02,1666.29,0.5,1.536,1.0205,1.927,3599.23,0.8486,1.0388,2650.56,1.252,3.19,7915.5,0.9222,3.292,3020.97,3496.43,1484.6,1.623,15335.28,1.745,97.52,6460.71,1.3176,1387.1,21.93,140.53,0.665,0.75,95.16,1.93
2013/4/17,5006.1,16929.68,22.339,0.25,22285.52,3.951,49332.34,0.208,0.2751,12473.65,6592.74,0.888,7759.03,1.2,0.251,0.75,0.845,13.37,1669.16,0.5,1.5236,1.0261,1.912,3599.36,0.8437,1.0295,2606.93,1.24,3.175,8027.7,0.9327,3.321,3026.45,3502.12,1458.4,1.727,15387.58,1.74,98.09,6521.46,1.3028,1364.9,22.64,139.59,0.629,0.75,96.02,2.037
2013/4/18,4992.6,16767.66,22.568,0.25,22069.24,4.006,49088.65,0.208,0.2751,12507.6,6624.98,1.018,7814.76,1.2,0.292,0.75,0.844,13.82,1655.35,0.5,1.5279,1.0258,1.97,3651.96,0.8411,1.0301,2611.83,1.21,3.327,8289.3,0.9325,3.357,2999.13,3463.3,1469.2,1.79,15307.17,1.747,98.13,6557.3,1.305,1384.3,21.62,140.88,0.639,0.75,96.71,2.016
2013/4/19,4960.4,16748.28,22.442,0.25,21838.43,4.07,49464.94,0.208,0.2751,12613.05,6631.76,0.99,7873.5,1.2,0.297,0.75,0.885,14.07,1650.51,0.5,1.523,1.0262,1.961,3652.13,0.8419,1.027,2624.32,1.2,3.266,8389.3,0.9332,3.339,2991.45,3459.42,1457.2,1.769,15294.5,1.746,99.5,6583.48,1.3051,1377.8,21.68,141.52,0.691,0.75,96.16,2.011
2013/4/22,4966.6,16922.29,22.458,0.25,21575.26,3.915,47893.06,0.207,0.2751,12742.43,6686.06,1.013,7913.71,1.2,0.297,0.75,0.894,13.99,1649.6,0.5,1.5292,1.0252,1.951,3783.05,0.842,1.027,2627.67,1.207,3.281,8297,0.934,3.3775,2991.02,3459.14,1451.9,1.785,15303.1,1.744,99.2,6592.74,1.3066,1367.6,22.44,143.04,0.694,0.75,94.28,2.167
2013/4/23,5036.5,16862.99,22.494,0.25,21354.66,3.893,48214.43,0.206,0.2751,12752.5,6693.55,1.024,7961.71,1.2,0.297,0.75,0.885,14.48,1660.06,0.5,1.5237,1.0256,1.982,3842.94,0.8393,1.0261,2688.17,1.166,3.278,8450.9,0.9455,3.2995,3011.94,3488.89,1460.6,1.891,15409.39,1.706,99.46,6624.98,1.2998,1392,23.2,143.16,0.684,0.75,94.25,2.119
2013/4/24,5103.6,17121.87,22.482,0.25,20887.04,3.785,47056.04,0.207,0.2751,12658.09,6687.8,1.032,8122.29,1.2,0.293,0.75,0.869,14.83,1648.36,0.5,1.5267,1.0255,2.079,3810.05,0.8472,1.0275,2709.21,1.245,3.267,8419,0.9467,3.2915,2994.82,3467.52,1451.8,1.881,15302.8,1.67,99.47,6631.76,1.3015,1386.8,23.45,143.48,0.685,0.75,94.15,2.119
2013/4/26,5135,17255.57,22.18,0.25,20969.14,3.819,45965.05,0.207,0.2741,12667.22,6723.06,1.058,8112.08,1.2,0.301,0.75,0.863,14.53,1654.41,0.5,1.5478,1.0166,2.067,3868.68,0.8475,1.0278,2716.3,1.242,3.314,8406.4,0.9422,3.3115,3011.83,3491.3,1481.5,1.898,15324.53,1.707,98.03,6686.06,1.3026,1379.1,22.94,144.51,0.746,0.75,95.01,2.132
2013/4/29,5130.3,17090.62,22.445,0.25,21225.9,3.871,46893.04,0.207,0.2741,12696.37,6755.63,1.021,8181.78,1.2,0.289,0.75,0.884,16.3,1630.74,0.5,1.5499,1.0108,2.068,3856.75,0.8563,1.0348,2728.4,1.296,3.246,8544.8,0.9361,3.291,2981.76,3455.91,1460.6,1.924,15115.57,1.685,97.75,6693.55,1.3097,1391.3,22.44,144.98,0.746,0.5,93.13,2.128
2013/4/30,5195.1,17284.03,22.674,0.25,21225.88,3.819,47171.98,0.207,0.2741,12750.52,6803.87,1.008,8249.71,1.2,0.29,0.75,0.875,16.28,1640.42,0.5,1.5531,1.0071,2.068,3858.76,0.8549,1.0369,2724.57,1.27,3.24,8503.8,0.9291,3.3105,2990.79,3465.37,1496.2,1.862,15254.03,1.734,97.41,6687.8,1.3166,1411.5,22.95,143.46,0.713,0.5,93.61,2.15
2013/5/1,5188.1,17171.52,22.228,0.25,20986.89,3.79,47609.46,0.201,0.2736,12732.61,6840.27,1.097,8262.55,1.2,0.306,0.75,0.857,16.27,1631.38,0.5,1.5552,1.0083,2.052,3912.95,0.8493,1.0276,2726.56,1.268,3.343,8544,0.9271,3.289,2973.69,3445.26,1489.9,1.887,15177.54,1.709,97.38,6723.06,1.3177,1392.6,23.46,144.86,0.736,0.5,91.97,2.091
2013/5/2,5166.2,17315.25,22.715,0.25,20382.87,3.884,47457.13,0.202,0.2731,12746.55,6696.79,1.112,8278.59,1.2,0.326,0.75,0.823,17.5,1608.9,0.5,1.5533,1.0102,2.084,3907.04,0.8492,1.0244,2740.05,1.385,3.319,8597,0.9348,3.327,2937.14,3401.48,1509.4,1.921,14960.59,1.731,97.95,6755.63,1.3063,1411.7,23.46,146.38,0.738,0.5,93.45,2.079
