date,rate
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-02-04,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
1998-03-31,0
