1,3.823
2,3.765
3,3.829
4,3.827
5,3.836
6,3.82
7,3.717
8,3.793
9,3.742
10,3.676
11,3.7
12,3.653
13,3.595
14,3.601
15,3.63
16,3.65
17,3.642
18,3.588
19,3.656
20,3.639
21,3.707
22,3.61
23,3.571
24,3.562
25,3.641
26,3.69
27,3.721
28,3.695
29,3.663
30,3.738
31,3.807
32,3.776
33,3.796
34,3.689
35,3.693
36,3.634
37,3.619
38,3.608
39,3.61
40,3.621
41,3.606
42,3.685
43,3.721
44,3.701
45,3.721
46,3.727
47,3.703
48,3.697
49,3.653
50,3.642
51,3.676
52,3.693
53,3.661
54,3.689
55,3.851
56,3.882
57,3.851
58,3.868
59,3.859
60,3.833
61,3.868
62,3.956
63,3.863
64,3.89
65,3.882
66,3.838
67,3.82
68,3.865
69,3.836
70,3.77
71,3.803
72,3.797
73,3.743
74,3.77
75,3.817
76,3.693
77,3.767
78,3.732
79,3.659
80,3.692
81,3.598
82,3.546
83,3.405
84,3.42
85,3.541
86,3.531
87,3.571
88,3.537
89,3.457
90,3.491
91,3.353
92,3.37
93,3.216
94,3.236
95,3.198
96,3.16
97,3.192
98,3.357
99,3.303
100,3.263
101,3.347
102,3.369
103,3.208
104,3.146
105,3.189
106,3.178
107,3.325
108,3.233
109,3.308
110,3.264
111,3.192
112,3.225
113,3.247
114,3.165
115,3.125
116,3.135
117,3.11
118,3.023
119,2.953
120,2.935
121,2.954
122,2.977
123,2.936
124,2.984
125,3.038
126,3.057
127,3.066
128,3.123
129,3.05
130,2.994
131,2.927
132,2.963
133,2.957
134,2.882
135,2.932
136,3
137,2.996
138,3.049
139,2.996
140,2.987
141,2.905
142,2.968
143,2.908
144,2.955
145,2.901
146,2.822
147,2.829
148,2.768
149,2.69
150,2.747
151,2.679
152,2.573
153,2.641
154,2.638
155,2.575
156,2.616
157,2.6
158,2.493
159,2.539
160,2.481
161,2.647
162,2.53
163,2.47
164,2.58
165,2.627
166,2.713
167,2.714
168,2.598
169,2.654
170,2.757
171,2.795
172,2.746
173,2.679
174,2.723
175,2.763
176,2.743
177,2.704
178,2.576
179,2.555
180,2.551
181,2.607
182,2.531
183,2.469
184,2.501
185,2.512
186,2.513
187,2.479
188,2.472
189,2.392
190,2.385
191,2.395
192,2.389
193,2.433
194,2.422
195,2.506
196,2.567
197,2.515
198,2.481
199,2.484
200,2.542
201,2.561
202,2.567
203,2.645
204,2.729
205,2.667
206,2.603
207,2.628
208,2.592
209,2.579
210,2.491
211,2.539
212,2.557
213,2.663
214,2.648
215,2.785
216,2.961
217,2.842
218,2.882
219,2.901
220,2.877
221,2.806
222,2.782
223,2.912
224,2.87
225,2.826
226,2.797
227,2.966
228,2.998
229,3.007
230,2.929
231,3.141
232,3.272
233,3.213
234,3.323
235,3.279
236,3.473
237,3.538
238,3.434
239,3.338
240,3.34
241,3.303
242,3.348
243,3.397
244,3.357
245,3.367
246,3.288
247,3.338
248,3.463
249,3.403
250,3.326
251,3.287
252,3.34
253,3.381
254,3.303
255,3.331
256,3.37
257,3.337
258,3.455
259,3.408
260,3.404
261,3.33
262,3.389
263,3.329
264,3.374
265,3.435
266,3.479
267,3.547
268,3.64
269,3.64
270,3.737
271,3.652
272,3.702
273,3.638
274,3.621
275,3.604
276,3.623
277,3.576
278,3.582
279,3.459
280,3.483
281,3.45
282,3.416
283,3.422
284,3.403
285,3.471
286,3.555
287,3.494
288,3.516
289,3.546
290,3.469
291,3.362
292,3.402
293,3.365
294,3.301
295,3.204
296,3.257
297,3.268
298,3.326
299,3.328
300,3.345
301,3.407
302,3.441
303,3.439
304,3.487
305,3.444
306,3.468
307,3.45
308,3.425
309,3.487
310,3.549
311,3.549
312,3.583
313,3.587
314,3.492
315,3.458
316,3.496
317,3.414
318,3.38
319,3.365
320,3.408
321,3.395
322,3.359
323,3.312
324,3.29
325,3.281
326,3.251
327,3.221
328,3.154
329,3.148
330,3.157
331,3.214
332,3.157
333,3.226
334,3.169
335,3.147
336,3.114
337,3.184
338,3.173
339,3.147
340,3.129
341,3.116
342,3.129
343,3.059
344,3.072
345,3.059
346,2.944
347,3.032
348,2.991
349,2.997
350,2.995
351,2.946
352,2.997
353,2.973
354,3.101
355,2.975
356,2.926
357,2.944
358,2.956
359,2.98
360,2.98
361,2.914
362,2.871
363,2.929
364,3.034
365,3.121
366,3.16
367,3.182
368,3.119
369,3.11
370,3.141
371,3.025
372,2.924
373,2.877
374,2.884
375,2.953
376,2.908
377,2.92
378,2.878
379,2.931
380,3.014
381,2.964
382,3.004
383,2.955
384,2.982
385,2.955
386,2.793
387,2.753
388,2.613
389,2.615
390,2.407
391,2.563
392,2.316
393,2.275
394,2.095
395,2.333
396,2.26
397,2.308
398,2.225
399,2.167
400,2.068
401,2.068
402,2.109
403,2.158
404,2.294
405,2.234
406,2.19
407,2.264
408,2.176
409,2.234
410,2.132
411,1.994
412,1.982
413,2.041
414,1.977
415,1.915
416,1.947
417,1.992
418,1.992
419,2.083
420,2.057
421,1.956
422,1.937
423,1.856
424,1.718
425,1.83
426,1.904
427,1.98
428,1.987
429,2.002
430,1.917
431,1.749
432,1.817
433,1.891
434,1.992
435,2.076
436,2.158
437,2.212
438,2.182
439,2.251
440,2.155
441,2.175
442,2.157
443,2.187
444,2.216
445,2.234
446,2.114
447,2.207
448,2.385
449,2.324
450,2.116
451,1.991
452,1.989
453,2.073
454,2.038
455,2.02
456,2.079
457,1.966
458,2.057
459,2.057
460,2.045
461,2.049
462,2
463,1.965
464,2.005
465,1.965
466,1.922
467,1.888
468,1.965
469,1.97
470,1.988
471,2.072
472,2.086
473,2.033
474,2.033
475,2.086
476,2.033
477,1.97
478,2.063
479,2.017
480,1.963
481,1.904
482,1.911
483,1.851
484,1.81
485,1.927
486,1.97
487,1.953
488,2.021
489,1.921
490,1.899
491,1.876
492,1.956
493,1.984
494,1.996
495,1.958
496,1.956
497,1.963
498,1.905
499,1.926
500,1.87
501,1.876
502,1.858
503,1.898
504,1.982
505,2.025
506,2.058
507,2.063
508,2.002
509,1.891
510,1.846
511,1.795
512,1.83
513,1.823
514,1.924
515,1.901
516,1.977
517,1.982
518,2.036
519,1.984
520,1.977
521,1.938
522,1.933
523,1.984
524,2
525,2.061
526,2.002
527,1.997
528,1.977
529,1.926
530,1.941
531,1.974
532,2.03
533,1.979
534,2.007
535,1.95
536,1.972
537,2.016
538,2.03
539,2.037
540,2.126
541,2.274
542,2.279
543,2.2976
544,2.375
545,2.363
546,2.296
547,2.282
548,2.234
549,2.253
550,2.187
551,2.201
552,2.159
553,2.214
554,2.18
555,2.293
556,2.223
557,2.181
558,1.986
559,2.037
560,2.056
561,1.989
562,1.982
563,1.996
564,1.975
565,1.968
566,1.959
567,1.94
568,1.974
569,1.947
570,1.936
571,1.919
572,1.945
573,1.928
574,1.933
575,1.879
576,1.873
577,1.842
578,1.826
579,1.874
580,1.841
581,1.769
582,1.77
583,1.759
584,1.69
585,1.723
586,1.743
587,1.777
588,1.733
589,1.783
590,1.747
591,1.748
592,1.619
593,1.563
594,1.459
595,1.524
596,1.573
597,1.661
598,1.644
599,1.632
600,1.664
601,1.599
602,1.642
603,1.586
604,1.574
605,1.62
606,1.65
607,1.62
608,1.676
609,1.604
610,1.628
611,1.621
612,1.584
613,1.643
614,1.587
615,1.628
616,1.599
617,1.549
618,1.513
619,1.502
620,1.515
621,1.478
622,1.491
623,1.471
624,1.508
625,1.494
626,1.511
627,1.458
628,1.438
629,1.391
630,1.398
631,1.438
632,1.545
633,1.5
634,1.47
635,1.524
636,1.478
637,1.568
638,1.565
639,1.628
640,1.651
641,1.695
642,1.659
643,1.666
644,1.733
645,1.817
646,1.835
647,1.814
648,1.811
649,1.802
650,1.695
651,1.674
652,1.686
653,1.652
654,1.637
655,1.652
656,1.628
657,1.548
658,1.574
659,1.596
660,1.676
661,1.668
662,1.654
663,1.701
664,1.758
665,1.721
666,1.87
667,1.843
668,1.812
669,1.7735
670,1.765
671,1.755
672,1.715
673,1.671
674,1.61
675,1.656
676,1.633
677,1.618
678,1.62
679,1.616
680,1.673
681,1.732
682,1.713
683,1.68
684,1.668
685,1.656
686,1.668
687,1.722
688,1.822
689,1.831
690,1.766
691,1.815
692,1.761
693,1.794
694,1.812
695,1.749
696,1.721
697,1.694
698,1.73
699,1.717
700,1.679
701,1.751
702,1.644
703,1.618
704,1.613
705,1.594
706,1.589
707,1.594
708,1.584
709,1.613
710,1.668
711,1.68
712,1.693
713,1.666
714,1.639
715,1.633
716,1.62
717,1.613
718,1.622
719,1.605
720,1.591
721,1.586
722,1.623
723,1.618
724,1.656
725,1.702
726,1.732
727,1.704
728,1.773
729,1.821
730,1.807
731,1.8
732,1.77
733,1.776
734,1.734
735,1.701
736,1.757
737,1.835
738,1.911
739,1.903
740,1.901
741,1.864
742,1.86
743,1.899
744,1.866
745,1.848
746,1.836
747,1.819
748,1.884
749,1.84
750,1.844
751,1.828
752,1.852
753,1.949
754,1.999
755,1.992
756,1.985
757,2.025
758,1.957
759,2.005
760,1.964
761,1.959
762,1.95
763,1.964
764,1.979
765,2.028
766,1.998
767,2.005
768,2.028
769,2.01
770,1.974
771,1.962
772,1.865
773,1.886
774,1.9
775,1.881
776,1.845
777,1.879
778,1.898
779,1.939
780,1.995
781,2.049
782,2.061
783,2.019
784,2.023
785,2.037
786,1.991
787,1.955
788,1.904
789,1.958
790,1.915
791,1.927
792,1.92
793,1.911
794,1.845
795,1.852
796,1.862
797,1.816
798,1.766
799,1.714
800,1.745
801,1.752
802,1.805
803,1.791
804,1.721
805,1.688
806,1.722
807,1.698
808,1.686
809,1.705
810,1.695
811,1.707
812,1.703
813,1.665
814,1.667
815,1.673
816,1.632
817,1.624
818,1.74
819,1.764
820,1.78
821,1.767
822,1.814
823,1.9
824,1.917
825,1.982
826,1.94
827,1.879
828,1.954
829,1.965
830,1.93
831,2.037
832,2.016
833,2.011
834,2.167
835,2.119
836,2.119
837,2.132
838,2.128
839,2.15
840,2.091
841,2.079
842,2.179
843,2.19
844,2.228
845,2.149
846,2.129
847,2.178
848,2.185
849,2.355
850,2.421
851,2.542
852,2.544
853,2.612
854,2.541
855,2.474
856,2.487
857,2.477
858,2.471
859,2.503
860,2.736
861,2.638
862,2.64
863,2.674
864,2.572
865,2.592
866,2.543
867,2.532
868,2.491
869,2.534
870,2.482
871,2.484
872,2.507
873,2.584
