date,rate
2004-12-14,1
2005-02-02,1
2005-03-22,1
2005-05-03,1
2005-06-30,1
2005-08-09,1
2005-09-20,1
2005-11-01,1
2005-12-13,1
2006-01-31,1
2006-03-28,1
2006-05-10,1
2006-06-29,1
2006-08-08,0
2006-09-20,0
2006-10-25,0
2006-12-12,0
2007-01-31,0
2007-03-21,0
2007-05-09,0
2007-06-28,0
2007-08-07,0
2007-09-18,-1
2007-10-31,-1
2007-12-11,-1
2008-01-22,-1
2008-01-30,-1
2008-03-18,-1
2008-04-30,-1
2008-06-25,0
2008-08-05,0
2008-09-16,0
2008-10-08,-1
2008-10-29,-1
2008-12-16,-1
